Variable Information,,,,,,,,,
Variable,Position,Label,Measurement Level,Role,Column Width,Alignment,Print Format,Write Format,
d_age_skorea,306,"Q89bKOR. [ASK IF age = 98, 99] Could you tell me if you are between the ages of...?",Nominal,Input,14,Right,F2,F2,
d_age_spain,307,"Q89bESP. [ASK IF age = 98, 99] Could you tell me if you are between the ages of...?",Nominal,Input,13,Right,F2,F2,
d_age_sweden,308,"Q89bSWE. [ASK IF age = 98, 99] Could you tell me if you are between the ages of...?",Nominal,Input,14,Right,F2,F2,
d_age_turkey,309,"Q89bTUR. [ASK IF age = 98, 99] Could you tell me if you are between the ages of...?",Nominal,Input,14,Right,F2,F2,
d_age_uk,310,"Q89bGBR. [ASK IF age = 98, 99] Could you tell me if you are between the ages of...?",Nominal,Input,10,Right,F2,F2,
religion_combined,311,Q90A. Religion - Combined. NOT FOR POINT ESTIMATES. Only groups with sufficient sample size to report on separately are populated. Includes recoded open-end responses. Refer to questionnaire Appendix A for country-specific wording.,Nominal,Input,19,Right,F8,F8,
religion_christian,312,Q90B. Religion - Christians. NOT FOR POINT ESTIMATES. Only groups with sufficient sample size to report on separately are populated. Includes recoded open-end responses. Refer to questionnaire Appendix A for country-specific wording.,Nominal,Input,20,Right,F8,F8,
religion_none,313,Q90C. Religion - None. NOT FOR POINT ESTIMATES. Only groups with sufficient sample size to report on separately are populated. Includes recoded open-end responses. Refer to questionnaire Appendix A for country-specific wording.,Nominal,Input,15,Right,F8,F8,
religion_israel_jewish,314,Q90ISR. [ASK IF JEWISH] How would you define yourself religiously?,Nominal,Input,27,Right,F8,F8,
christdenom_pent,315,"Q91. [ASK IF CHRISTIAN] Would you describe yourself as Pentecostal, or not?",Nominal,Input,18,Right,F2,F2,
prot_church,316,Q92. [ASK IF PROTESTANT] Do you belong to...?,Nominal,Input,13,Right,F2,F2,
religion_import,317,"Q93. How important is religion in your life: very important, somewhat important, not too important or not at all important?",Nominal,Input,17,Right,F2,F2,
pray_freq,318,"Q94. Outside of attending religious services, do you pray several times a day, once a day, a few times a week, once a week, a few times a month, less often than that, OR never?",Nominal,Input,11,Right,F2,F2,
pray_salah,319,"Q95. [ASK IF MUSLIM AND pray_freq = 1] Do you pray all five Salah every day, or not?",Nominal,Input,12,Right,F2,F2,
d_educ_argentina,320,Q96ARG. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,23,Right,F2,F2,
d_educ_australia,321,Q96AUS. Education - Australia,Nominal,Input,8,Right,F3,F3,
d_educ_brazil,322,Q96BRA. What is the highest level of education you have completed?,Nominal,Input,20,Right,F2,F2,
d_educ_canada,323,Q96CAN. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_france,324,Q96FRA. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_germany,325,Q96DEUa. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,21,Right,F2,F2,
d_educ_germany_vocational,326,Q96DEUb. Have you completed an apprenticeship?,Nominal,Input,27,Right,F2,F2,
d_educ_greece,327,Q96GRC. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_hungary,328,Q96HUN. What is the highest level of school you have completed?,Nominal,Input,16,Right,F2,F2,
d_educ_india,329,Q96IND. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,14,Right,F2,F2,
d_educ_indonesia,330,Q96IDN. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,18,Right,F2,F2,
d_educ_israel,331,Q96ISRa. What is the highest level of school you have completed?,Nominal,Input,15,Right,F2,F2,
d_educ_israel_years,332,"Q96ISRb. In total, how many years of schooling or education have you attended?",Nominal,Input,21,Right,F2,F2,
d_educ_israel_vocational,333,Q96ISRc. Have you completed any vocational training?,Nominal,Input,26,Right,F2,F2,
d_educ_italy,334,Q96ITA. What is the highest degree you have received?,Nominal,Input,19,Right,F2,F2,
d_educ_japan,335,Q96JPN. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_kenya,336,Q96KEN. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_mexico,337,Q96MEX. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_netherlands,338,Q96NLD. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,20,Right,F2,F2,
d_educ_nigeria,339,Q96NGA. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,16,Right,F2,F2,
d_educ_poland,340,Q96POL. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,8,Right,F2,F2,
d_educ_safrica,341,Q96ZAF. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,21,Right,F2,F2,
d_educ_skorea,342,Q96KOR. What is the highest level of school you have completed?,Nominal,Input,20,Right,F2,F2,
d_educ_spain,343,Q96ESP. What is the highest level of school you have completed?,Nominal,Input,14,Right,F2,F2,
d_educ_sweden,344,Q96SWE. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,15,Right,F2,F2,
d_educ_turkey,345,Q96TUR. What is the highest level of school you have completed?,Nominal,Input,15,Right,F2,F2,
d_educ_uk,346,Q96GBR. What is the highest level of school you have completed or the highest degree you have received?,Nominal,Input,16,Right,F2,F2,
d_income_argentina,347,"Q97ARGa. Here is a list of incomes. Which one corresponds to your total monthly household income, including salaries, retirement income or pensions, and any other family income before taxes and other deductions?",Nominal,Input,20,Right,F2,F2,
d_income2_argentina,348,"Q97ARGb. [ASK IF d_income_argentina = 98, 99] A general category will help us. Was your household's monthly income in 2024 $400.000 or less, or was it more than $400.000?",Nominal,Input,21,Right,F2,F2,
d_income_brazil,349,"Q97BRAa. Here is a list of income categories. Which of these does your monthly household income fall into, counting all salaries, pensions, and other income received, before taxes and other deductions?",Nominal,Input,17,Right,F2,F2,
d_income2_brazil,350,"Q97BRAb. [ASK IF d_income_brazil = 98, 99] A general category will help us. Was your household's monthly income in 2024 R$ 2.400 or less, or was it more than R$ 2.400?",Nominal,Input,18,Right,F2,F2,
d_income_canada,351,"Q97CANa. Last year, this is in 2024, what was your total family income from all sources, before taxes? Just stop me when I get to the right category.",Nominal,Input,8,Right,F2,F2,
d_income2_canada,352,"Q97CANb. [ASK IF d_income_canada = 98, 99] A general category will help us. Was your household's total annual income in 2024 $65,000 or less, or was it more than $65,000?",Nominal,Input,23,Right,F2,F2,
d_income_france,353,"Q97FRAa. We would like to know at what level you are, counting all the income in your household, such as: salaries, social benefits, pensions, and other income, before taxes. As I cite categories of MONTHLY income, tell me in which category you fall.",Nominal,Input,8,Right,F2,F2,
d_income2_france,354,"Q97FRAb. [ASK IF d_income_france = 98, 99] A general category will help us. Was your household's monthly income in 2024 2,150 euros or less, or was it more than 2,150 euros?",Nominal,Input,18,Right,F2,F2,
d_income_germany,355,"Q97DEUa. If you count it all together, how high is your monthly net income that all members of your household receive, after taxes and social security?",Nominal,Input,18,Right,F2,F2,
d_income2_germany,356,"Q97DEUb. [ASK IF d_income_germany = 98, 99] A general category will help us. Was your household's net monthly income in 2024 2,800 euros or less, or was it more than 2,800 euros?",Nominal,Input,19,Right,F2,F2,
d_income_greece,357,"Q97GRCa. I would like you to tell me in which category of monthly income your household belongs, from the categories I'm going to read to you. Please include all your income, pensions, and any other income you may have, after taxes.",Nominal,Input,17,Right,F2,F2,
d_income2_greece,358,"Q97GRCb. [ASK IF d_income_greece = 98, 99] A general category will help us. Was your household's monthly income in 2024 1,300 or less, or was it more than 1,300 euros?",Nominal,Input,18,Right,F2,F2,
d_income_hungary,359,"Q97HUNa. I would like you to tell me in which category of monthly income your household belongs, from the categories I'm going to read to you. Please include all your income, pensions, and any other income you may have, after taxes.",Nominal,Input,18,Right,F2,F2,
d_income2_hungary,360,"Q97HUNb. [ASK IF d_income_hungary = 98, 99] A general category will help us. Was your household's monthly income in 2024 450,000 HUF or less, or was it more than 450,000 HUF?",Nominal,Input,19,Right,F2,F2,
d_income_india,361,"Q97INDa. Which of these categories does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_india,362,"Q97INDb. [ASK IF d_income_india = 98, 99] A general category will help us. Was your household's monthly income in 2024 8,500 rupees or less, or was it more than 8,500 rupees?",Nominal,Input,17,Right,F2,F2,
d_income_indonesia,363,"Q97IDNa. Here is a list of incomes. Which of these does your household fall into counting all wages, salaries, pensions and other incomes that come in, before taxes and other deductions?",Nominal,Input,8,Right,F2,F2,
d_income2_indonesia,364,"Q97IDNb. [ASK IF d_income_indonesia = 98, 99] A general category will help us. Was your household's monthly income in 2024 RP 2,500,000 or less, or was it more than RP 2,500,000?",Nominal,Input,21,Right,F2,F2,
d_income_israel,365,Q97ISRa. Which category best describes your total household income before taxes?,Nominal,Input,17,Right,F2,F2,
d_income2_israel,366,"Q97ISRb. [ASK IF d_income_israel = 98, 99] A general category will help us. Was your household's monthly income in 2024 13,000 NIS or less, or was it more than 13,000 NIS?",Nominal,Input,18,Right,F2,F2,
d_income_italy,367,"Q97ITAa. Could you indicate what is the total monthly income of your household, taking into account all wages, annuities, pensions and other income, after taxes?",Nominal,Input,8,Right,F2,F2,
d_income2_italy,368,"Q97ITAb. [ASK IF d_income_italy = 98, 99] A general category will help us. Was your household's monthly income in 2024 1,500 euros or less, or was it more than 1,500 euros?",Nominal,Input,17,Right,F2,F2,
d_income_japan,369,"Q97JPNa. Here is a list of annual household incomes. Which of these does your household fall into counting all wages, salaries, pensions and other incomes that come in, before taxes?",Nominal,Input,16,Right,F2,F2,
d_income2_japan,370,"Q97JPNb. [ASK IF d_income_japan = 98, 99] A general category will help us. Was your household's annual income in 2024 3,750,000 yen or less, or was it more than 3,750,000 yen?",Nominal,Input,17,Right,F2,F2,
d_income_kenya,371,"Q97KENa. Here is a list of income categories. Which of these does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,16,Right,F2,F2,
d_income2_kenya,372,"Q97KENb. [ASK IF d_income_kenya = 98, 99] A general category will help us. Was your household's monthly income in 2024 5,000 shillings (60,000 per year) or less, or was it more than 5,000 shillings (60,000 per year)?",Nominal,Input,17,Right,F2,F2,
d_income_mexico,373,"Q97MEXa. Here is a list of incomes in pesos. Adding together the incomes of all the people who work in your household, which group corresponds with the monthly income of this household before taxes?",Nominal,Input,17,Right,F2,F2,
d_income2_mexico,374,"Q97MEXb. [ASK IF d_income_mexico = 98, 99] A general category will help us. Was your household's monthly income in 2024 5,400 pesos or less, or was it more than 5,400 pesos?",Nominal,Input,18,Right,F2,F2,
d_income_netherlands,375,"Q97NLDa. Which of the following ranges best describes your monthly net household income? Please include all wages, pensions and other incomes that come in.",Nominal,Input,22,Right,F2,F2,
d_income2_netherlands,376,"Q97NLDb. [ASK IF d_income_netherlands = 98, 99] A general category will help us. Was your household's net monthly income in 2024 2,800 euros or less, or was it more than 2,800 euros?",Nominal,Input,23,Right,F2,F2,
d_income_nigeria,377,"Q97NGAa. Here is a list of monthly income categories. Which of these does your household fall into counting all wages, salaries, pensions and other income that comes in, before taxes and other deductions?",Nominal,Input,18,Right,F2,F2,
d_income2_nigeria,378,"Q97NGAb. [ASK IF d_income_nigeria = 98, 99] A general category will help us. Was your household's total monthly income in 2024 N40,000 or less, or was it more than N40,000?",Nominal,Input,19,Right,F2,F2,
d_income_poland,379,"Q97POLa. What is your total MONTHLY household income after taxes counting all wages, salaries, pensions, allowances and other incomes that come in?",Nominal,Input,8,Right,F8,F8,
d_income2_poland,380,"Q97POLb. [ASK IF d_income_poland = 98, 99] A general category will help us. Was your household's net monthly income in 2024 5,500 PLN or less, or was it more than 5,500 PLN?",Nominal,Input,8,Right,F8,F8,
d_income_safrica,381,"Q97ZAFa. Here is a list of monthly income categories. Which of these does your household fall into, counting all wages, salaries, pensions and other income that comes in, before taxes and deductions?",Nominal,Input,18,Right,F2,F2,
d_income2_safrica,382,"Q97ZAFb. [ASK IF d_income_safrica = 98, 99] A general category will help us. Was your household's monthly income in 2024 R2,500 or less, or was it more than R2,500?",Nominal,Input,19,Right,F2,F2,
d_income_skorea,383,"Q97KORa. Here is a list of monthly incomes. Which of these does your household fall into counting all wages, salaries, pensions, and other incomes that come in, before taxes and other deductions?",Nominal,Input,8,Right,F2,F2,
d_income2_skorea,384,"Q97KORb. [ASK IF d_income_skorea = 98, 99] A general category will help us. Was your household's monthly income in 2024 4,000,000 won or less, or was it more than 4,000,000 won?",Nominal,Input,18,Right,F2,F2,
d_income_spain,385,"Q97ESPa. Which of the following ranges best describes your monthly net household income? Please include all wages, pensions and other incomes that come in.",Nominal,Input,8,Right,F2,F2,
d_income2_spain,386,"Q97ESPb. [ASK IF d_income_spain = 98, 99] A general category will help us. Was your household's net monthly income in 2024 1,750 euros or less, or was it more than 1,750 euros?",Nominal,Input,17,Right,F2,F2,
d_income_sweden,387,"Q97SWEa. Which of the following ranges best describes your monthly net household income? Please include all wages, pensions and other income that comes in.",Nominal,Input,8,Right,F2,F2,
d_income2_sweden,388,"Q97SWEb. [ASK IF d_income_sweden = 98, 99] A general category will help us. Was your household's net monthly income in 2024 35,000 kronor or less, or was it more than 35,000 kronor?",Nominal,Input,23,Right,F2,F2,
d_income_turkey,389,"Q97TURa. Here is a list of monthly income categories. Which of these does your household fall into counting all wages, salaries, pensions and other income that comes in, after taxes and deductions?",Nominal,Input,17,Right,F2,F2,
d_income2_turkey,390,"Q97TURb. [ASK IF d_income_turkey = 98, 99] A general category will help us. Was your household's net monthly income in 2024 26,400 TRY or less, or was it more than 26,400 TRY?",Nominal,Input,18,Right,F2,F2,
d_income_uk_cat,391,"Q97GBRa. I'm going to read out a list of incomes, and ask you to tell me which your household falls into. You can answer in annual, monthly, or weekly terms. What do you prefer?",Nominal,Input,17,Right,F2,F2,
d_income_uk_year,392,"Q97GBRb. [ASK IF d_income_uk_cat = 1] Which of these does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in, before taxes?",Nominal,Input,18,Right,F2,F2,
d_income_uk_month,393,"Q97GBRb. [ASK IF d_income_uk_cat = 2] Which of these does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in, before taxes?",Nominal,Input,19,Right,F2,F2,
d_income_uk_week,394,"Q97GBRb. [ASK IF d_income_uk_cat = 3] Which of these does your household fall into, counting all wages, salaries, benefits, pensions and other incomes that come in, before taxes?",Nominal,Input,18,Right,F2,F2,
d_income2_uk,395,"Q97GBRe. [ASK IF d_income_uk_cat/d_income_uk_year/d_income_uk_month/d_income_uk_week = 98, 99] Was your household's income in 2024 45,500 pounds annually / 3,370 pounds monthly / 775 pounds weekly or less, or was it more than that?",Nominal,Input,14,Right,F2,F2,
d_caste_india,396,Q98INDa. Are you from a...?,Nominal,Input,20,Right,F2,F2,
d_caste2_india,397,Q98INDb. [ASK IF d_caste_india = 1] Are you...?,Nominal,Input,16,Right,F2,F2,
d_ethnicity_israel,398,"Q98ISR. What is your nationhood (Le'om)? Jewish, Arab or other?",Nominal,Input,8,Right,F2,F2,
d_ethnicity_safrica,399,Q98ZAF. What is the race/ethnicity of the respondent?,Nominal,Input,21,Right,F2,F2,
d_hhpeople,400,"Q99a. How many people live in your household, including yourself?",Nominal,Input,12,Right,F2,F2,
d_adults,401,"Q99b. [ASK IF d_hhpeople > 1 or d_hhpeople = 98, 99] How many people who live in your household, including yourself, are adults, age 18 and older?",Nominal,Input,10,Right,F2,F2,
d_ptyid_proximity_argentina,402,Q100ARGa. Which political party do you identify with most?,Nominal,Input,29,Right,F2,F2,
d_ptyid_proximity_australia,403,Q100AUSa. Which political party do you feel closest to?,Nominal,Input,8,Right,F3,F3,
d_ptyid_proximity_brazil,404,Q100BRAa. Which political party do you most identify with?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_canada,405,"Q100CANa. Which federal political party do you usually feel closest to, if any?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_france,406,"Q100FRAa. Which political party do you feel is closest to you, or, shall we say, not very far from you?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_germany,407,Q100DEUa. Which political party do you feel closest to?,Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_greece,408,Q100GRCa. Which political party do you feel closest to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_hungary,409,Q100HUNa. Which political party do you feel closest to?,Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_india,410,Q100INDa. Which political party do you support?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_indonesia,411,"Q100IDNa. Which political party, if any, do you feel is closer to your ideas?",Nominal,Input,29,Right,F2,F2,
d_ptyid_proximity_israel,412,Q100ISRa. Which political party do you feel closest to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_italy,413,Q100ITAa. Which political party do you feel closest to?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_japan,414,Q100JPNa. Which political party do you support on a regular basis?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_kenya,415,Q100KENa. Which political party do you support?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_mexico,416,"Q100MEXa. Disregarding whom you voted for in the past, which party do you most identify with?",Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_netherlands,417,Q100NLDa. Which political party do you feel closest to?,Nominal,Input,31,Right,F2,F2,
d_ptyid_proximity_nigeria,418,"Q100NGAa. Which political party, if any, do you feel closest to?",Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_poland,419,Q100POLa. With which political party's views do you most sympathize?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_safrica,420,"Q100ZAFa. To which political party, if any, do you feel closest?",Nominal,Input,27,Right,F2,F2,
d_ptyid_proximity_spain,421,Q100ESPa. Which political party do you feel more sympathy for or is closest to your ideas?,Nominal,Input,25,Right,F2,F2,
d_ptyid_proximity_sweden,422,Q100SWEa. To which political party do you feel closest?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_turkey,423,Q100TURa. Which political party do you feel yourself close to?,Nominal,Input,26,Right,F2,F2,
d_ptyid_proximity_uk,424,Q100GBRa. Which political party do you feel closest to?,Nominal,Input,22,Right,F2,F2,
d_ptyid_proximity_lean,425,"Q100b. Even if you do not feel particularly close to one party, is there any party you feel somewhat closer to than others?",Nominal,Input,8,Right,F3,F3,
d_ptylean_argentina,426,Q100ARGc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,21,Right,F2,F2,
d_ptylean_australia,427,Q100AUSc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,8,Right,F3,F3,
d_ptylean_brazil,428,Q100BRAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_canada,429,Q100CANc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_france,430,Q100FRAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_germany,431,Q100DEUc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_greece,432,Q100GRCc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_hungary,433,Q100HUNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_india,434,Q100INDc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_indonesia,435,Q100IDNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,21,Right,F2,F2,
d_ptylean_israel,436,Q100ISRc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_italy,437,Q100ITAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_japan,438,Q100JPNc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_kenya,439,Q100KENc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_mexico,440,Q100MEXc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_netherlands,441,Q100NLDc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,23,Right,F2,F2,
d_ptylean_nigeria,442,Q100NGAc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_poland,443,Q100POLc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_safrica,444,Q100ZAFc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,19,Right,F2,F2,
d_ptylean_spain,445,Q100ESPc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,17,Right,F2,F2,
d_ptylean_sweden,446,Q100SWEc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_turkey,447,Q100TURc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,18,Right,F2,F2,
d_ptylean_uk,448,Q100GBRc. [ASK IF d_ptyid_proximity_lean = 1] Which one?,Nominal,Input,14,Right,F2,F2,
political_scale2,449,"Q101a. Some people talk about politics in terms of left, center and right. On a left-right scale from 0 to 6, with 0 indicating extreme left and 6 indicating extreme right, where would you place yourself?",Nominal,Input,18,Right,F2,F2,
political_scale3,450,"Q101b. (SHORTENED) Some people talk about politics in terms of progressive, center and conservative. On a progressive-conservative scale from 0 to 6, where would you place yourself?",Nominal,Input,18,Right,F2,F2,
home_phone,451,"Q102. [ASK IF CELL] Now thinking about your telephone use, is there at least one telephone INSIDE your home that is currently working and is not a cell phone?",Nominal,Input,16,Right,F2,F2,
working_cell,452,"Q103. [ASK IF LANDLINE] Now thinking about your telephone use, do you have a working cell phone?",Nominal,Input,16,Right,F2,F2,
trust_people,453,Q104. Which of the following comes closer to your view?,Nominal,Input,14,Right,F2,F2,
internetfreq,454,"Q105. About how often do you use the internet, whether on a computer, tablet or cellphone - almost constantly, several times a day, about once a day, several times a week, less often or do you not use the internet?",Nominal,Input,14,Right,F2,F2,
region_argentina,455,Region - Argentina,Scale,Input,8,Right,F8,F8,
region_australia,456,Region - Australia,Ordinal,Input,18,Right,F1,F1,
region_brazil,457,Region - Brazil,Scale,Input,12,Right,F2,F2,
region_canada,458,Region - Canada,Scale,Input,12,Right,F2,F2,
region_france,459,Region - France,Nominal,Input,15,Right,F2,F2,
region_germany,460,Region - Germany,Nominal,Input,16,Right,F2,F2,
region_greece,461,Region - Greece,Nominal,Input,15,Right,F2,F2,
region_hungary,462,Region - Hungary,Nominal,Input,16,Right,F2,F2,
region_india,463,Region - India,Scale,Input,8,Right,F8,F8,
region_indonesia,464,Region - Indonesia,Scale,Input,12,Right,F2,F2,
region_israel,465,Region - Israel,Scale,Input,12,Right,F1,F1,
region_italy,466,Region - Italy,Nominal,Input,20,Right,F2,F2,
region_japan,467,Region - Japan,Scale,Input,12,Right,F2,F2,
region_kenya,468,Region - Kenya,Scale,Input,12,Right,F1,F1,
region_mexico,469,Region - Mexico,Scale,Input,12,Right,F1,F1,
region_netherlands,470,Region - Netherlands,Nominal,Input,20,Right,F2,F2,
region_nigeria,471,Region - Nigeria,Ordinal,Input,16,Right,F1,F1,
region_poland,472,Region - Poland,Nominal,Input,15,Right,F2,F2,
region_safrica,473,Region - South Africa,Scale,Input,12,Right,F1,F1,
region_skorea,474,Region - South Korea,Scale,Input,12,Right,F2,F2,
region_spain,475,Region - Spain,Nominal,Input,14,Right,F2,F2,
region_sweden,476,Region - Sweden,Scale,Input,12,Right,F2,F2,
region_turkey,477,Region - Turkey,Scale,Input,12,Right,F1,F1,
region_uk,478,Region - UK,Scale,Input,12,Right,F2,F2,
urbanicity,479,Urbanicity,Scale,Input,50,Right,F8,F8,
qdate_s,480,START date of interview (DD/MM/YYYY):,Nominal,Input,10,Right,EDATE10,EDATE10,
qdate_e,481,END date of interview (DD/MM/YYYY):,Nominal,Input,10,Right,EDATE10,EDATE10,
intdate_aus,482,Date of survey - Australia,Scale,Input,11,Right,DATE11,DATE11,
phone_sample,483,Telephone sample source,Nominal,Input,50,Right,F1,F1,
